1/1/20,0,0,0,0
1/1/21,0,0,0,0
1/1/22,0,0,0,0
1/1/23,0,0,0,0
1/1/24,0,0,0,0
1/1/25,0,0,0,0
1/1/26,0,0,0,0
1/1/27,0,0,0,0
1/1/28,0,0,0,0
1/1/29,0,0,0,0
1/1/30,0,0,0,0
1/1/31,0,0,0,0
1/1/32,0,0,0,0
1/1/33,0,0,0,0
1/1/34,0,0,0,0
1/1/35,0,0,0,0
1/1/36,0,0,0,0
1/1/37,0,0,0,0
1/1/38,0,0,0,0
1/1/39,0,0,0,0
1/1/40,0,0,0,0
1/1/41,0,0,0,0
1/1/42,0,0,0,0
1/1/43,0,0,0,0
1/1/44,0,0,0,0
1/1/45,0,0,0,0
1/1/46,0,0,0,0
1/1/47,0,0,0,0
1/1/48,0,0,0,0
1/1/49,0,0,0,0
1/1/50,0,0,0,0
1/1/51,0,0,0,0
1/1/52,0,0,0,0
1/1/53,0,0,0,0
1/1/54,0,0,0,0
1/1/55,0,0,0,0
1/1/56,0,0,0,0
1/1/57,0,0,0,0
1/1/58,0,0,0,0
1/1/59,0,0,0,0
1/1/60,0,0,0,0
1/1/61,0,0,0,0
1/1/62,0,0,0,0
1/1/63,0,0,0,0
1/1/64,0,0,0,0
1/1/65,0,0,0,0
1/1/66,0,0,0,0
1/1/67,0,0,0,0
1/1/68,0,0,0,0
1/1/69,0,0,0,0
1/1/70,0,0,0,0
1/1/71,207661000,7517.305,1.56E+12,1561051.074
1/1/72,209896000,8076.409,1.70E+12,1695205.943
1/1/73,211909000,8573.194,1.82E+12,1816736.967
1/1/74,213854000,8449.928,1.81E+12,1807050.903
1/1/75,215973000,8522.394,1.84E+12,1840606.999
1/1/76,218035000,8968.776,1.96E+12,1955507.075
1/1/77,220239000,9337.724,2.06E+12,2056530.996
1/1/78,222585000,9560.545,2.13E+12,2128033.909
1/1/79,225055000,9700.695,2.18E+12,2183189.913
1/1/80,227225000,9862.365,2.24E+12,2240975.887
1/1/81,229466000,9976.694,2.29E+12,2289312.065
1/1/82,231664000,9544.461,2.21E+12,2211108.013
1/1/83,233792000,9742.006,2.28E+12,2277603.067
1/1/84,235825000,10282.375,2.42E+12,2424841.084
1/1/85,237924000,10414.208,2.48E+12,2477790.024
1/1/86,240133000,10424.427,2.50E+12,2503248.929
1/1/87,242289000,10886.858,2.64E+12,2637765.938
1/1/88,244499000,11298.333,2.76E+12,2762431.12
1/1/89,246819000,11531.932,2.85E+12,2846299.924
1/1/90,249623000,11713.332,2.92E+12,2923917.074
1/1/91,252981000,12134.172,3.07E+12,3069714.967
1/1/92,256514000,12014.958,3.08E+12,3082004.936
1/1/93,259919000,12261.524,3.19E+12,3187003.057
1/1/94,263126000,12455.162,3.28E+12,3277276.956
1/1/95,266278000,12659.608,3.37E+12,3370975.099
1/1/96,269394000,12854.299,3.46E+12,3462871.025
1/1/97,272657000,12889.832,3.51E+12,3514502.924
1/1/98,275854000,13154.763,3.63E+12,3628793.993
1/1/99,279040000,13281.87,3.71E+12,3706173.005
1/1/00,282162411,13671.052,3.86E+12,3857456.993
1/1/01,284968955,13046.614,3.72E+12,3717879.958
1/1/02,287625193,13296.182,3.82E+12,3824316.914
1/1/03,290107933,13307.492,3.86E+12,3860608.998
1/1/04,292805298,13388.59,3.92E+12,3920250.085
1/1/05,295516599,13704.577,4.05E+12,4049929.986
1/1/06,298379912,13583.267,4.05E+12,4052974.012
1/1/07,301231207,13657.453,4.11E+12,4114051.052
1/1/08,304093966,13663.428,4.15E+12,4154966.01
1/1/09,306771529,12913.715,3.96E+12,3961560.096
1/1/10,309348193,13393.991,4.14E+12,4143406.913
1/1/11,311663358,13242.487,4.13E+12,4127197.967
1/1/12,313998379,12959.204,4.07E+12,4069169.049
1/1/13,316204908,12998.062,4.11E+12,4110050.999
1/1/14,318563456,12986.741,4.14E+12,4137101.095
